serialno|hinc|rooms
153592|226000|8
153833|157120|8
153847|88000|6
154042|23500|5
154149|45000|6
154259|140000|9
154444|15900|5
154781|100000|7
154809|18000|4
155261|37000|4
155749|71400|8
155773|15100|3
155843|136700|9
155922|100000|5
156110|680|4
156357|89900|6
156383|34000|7
156418|18000|6
156556|45800|6
156970|105000|7
157068|14900|2
157397|199000|8
157425|52100|7
157502|44600|7
157522|24000|4
157735|53000|5
157839|98500|6
158018|18200|5
158030|49000|5
158433|11080|7
158518|122000|9
158799|28000|5
158897|62500|6
159263|164300|6
159329|7900|6
159369|37500|5
159620|22800|9
159925|7500|4
160132|158700|8
160273|79900|4
160389|13600|3
160514|9500|7
160869|26900|5
161138|61370|5
161278|127000|9
161335|110000|9
161353|22320|6
161421|4710|4
161453|23000|7
161491|18750|2
161558|38000|5
161939|63600|6
162076|9000|4
162152|103420|9
162399|12700|3
162487|8000|2
162507|99400|8
162684|41800|3
162778|83000|5
162817|5500|5
163445|493780|7
163897|321100|8
163935|100000|7
164037|85600|3
164270|105000|9
164302|20000|5
164455|29300|5
164612|48000|5
164738|37000|8
164871|12100|5
164893|68300|7
165222|18700|4
165306|69000|8
165356|77080|6
165385|101090|9
165397|35000|5
165425|56400|7
165473|33800|5
165591|16600|8
165680|13420|6
166113|32260|5
166224|40080|4
166252|52000|4
166254|102100|4
166348|21200|5
166350|82500|9
166473|4200|4
166631|49000|5
166680|46500|4
166776|51000|4
166798|9600|7
166910|75150|7
167569|21000|5
167838|81000|5
167850|51110|5
167941|32000|4
168111|136000|8
168165|5170|3
169071|120000|4
169177|32000|4
169394|49200|2
169507|40250|4
169603|81500|5
169669|177400|6
169715|52000|3
169738|57000|6
169862|36800|5
170029|60350|5
170051|59060|6
170093|46000|6
170105|7700|6
170127|149000|9
170133|24500|5
170193|11000|3
170229|31000|3
170400|31200|2
170406|182400|5
170410|93030|8
170509|57004|4
170631|16600|5
170862|69800|6
171073|347000|7
171346|69900|6
171384|54800|8
171436|11300|1
171500|99000|7
171619|339000|7
171695|38700|4
171776|87070|6
172035|55930|4
172055|84980|6
172209|48000|5
172448|32100|8
172830|68500|5
172994|46600|6
173326|25000|3
173599|31000|4
174372|70000|8
174793|126950|7
175096|53800|3
175157|310000|4
175970|40000|7
176169|74100|9
176259|270130|8
176337|75000|9
176432|53500|6
176466|40000|2
176667|17200|4
177219|44860|8
177717|57200|5
177924|71900|5
177952|70100|8
177990|74000|6
178170|199400|3
178207|92000|9
178474|30000|4
178518|38000|3
178552|63100|7
178741|18800|3
178939|74030|6
179032|8700|3
179136|140600|6
179194|8330|5
179359|74000|4
179492|27000|5
179594|30000|2
179652|80600|9
179978|68000|7
180024|40000|5
180038|26800|6
180098|21400|4
180568|23530|3
180578|15740|4
180630|43300|3
181108|65200|4
181110|101400|9
181674|78000|6
181720|29200|7
181736|143500|9
182062|85000|6
182170|42900|6
182186|28300|5
182941|32600|3
183262|28000|4
183989|169900|7
184053|426600|9
184379|144130|7
184732|74700|8
184891|133800|9
185057|14980|7
185126|14800|4
185357|59800|4
185610|9000|2
185903|12000|4
186371|35000|3
186445|12900|6
186738|98200|6
186772|105000|8
186876|30170|1
186885|25000|6
186937|87500|7
187230|16000|6
187758|38000|6
187832|26000|1
189053|76600|5
189262|70000|7
189274|140000|3
189348|60700|4
189704|31400|5
189854|86700|9
189862|6700|3
189906|47000|7
190298|28000|3
190422|48000|4
190914|45500|4
190944|44000|1
191169|97420|9
191264|67500|4
191380|11830|5
191436|83100|5
191535|82900|8
191621|40700|4
191882|91000|4
191984|329500|9
192117|11000|3
192177|1300|7
192219|31000|4
192223|15000|2
192227|70400|8
192342|116000|3
192384|27980|7
192912|163100|4
193380|39600|6
193520|22000|7
193522|40000|4
193579|30600|9
193838|20000|4
194227|88200|7
194318|61800|3
194506|12700|2
194548|173440|9
194968|101000|8
195645|49000|3
195972|75200|8
196129|43000|7
196169|121000|5
196235|58500|6
196394|146000|8
196766|176000|7
196895|98830|7
196901|62000|6
197007|8300|2
197144|11100|2
197154|43940|7
197290|34000|5
197501|18650|5
197790|21000|5
198445|100000|4
198531|600|6
198559|75000|6
198712|18800|4
198754|78000|8
199443|4800|1
199571|91200|7
199605|10000|3
199617|27900|3
199941|73400|3
200322|17700|7
200523|47200|8
200750|112000|8
200790|62700|5
201141|18900|7
201159|64000|5
201191|8000|5
201215|27700|9
201438|18700|6
201756|43850|7
201886|16100|7
202175|17700|5
202344|53000|4
202583|19000|6
128155|114390|8
128290|70100|7
128404|279000|7
128697|258000|7
128699|103300|6
128884|49600|4
128984|40000|4
129079|48340|6
129257|18000|5
129398|3900|9
129595|65000|4
129637|90360|5
129743|64000|6
129882|21300|2
129914|82000|8
130049|19000|4
130195|68100|8
130476|16300|3
130906|68340|7
131272|40000|6
131686|125500|8
131987|49290|6
132308|103300|3
132409|18200|3
132766|45200|4
132865|15900|7
132979|39300|7
133007|40300|4
133015|30000|4
133059|23100|3
133087|37000|5
133134|29650|6
133174|47200|4
133326|12260|2
133393|13000|6
133501|40000|8
134021|710|3
134268|54200|9
134274|28300|9
134417|20000|4
134421|29400|5
134461|21700|7
134569|34000|5
135017|9600|6
135133|101200|9
135872|72400|6
135906|27000|5
136183|102000|8
136296|18400|4
136386|45500|9
136796|16000|6
136808|62400|5
137041|46100|3
137107|6000|6
137113|31900|7
137137|67000|8
137266|15200|4
137446|68000|5
137677|48200|9
137713|42100|6
137748|54170|5
137774|61400|6
137786|69300|6
137928|54200|8
138033|60710|7
138233|34700|5
138394|87000|5
138543|53600|7
138639|59200|7
138715|47000|5
138800|23000|3
138866|40700|5
138986|166000|9
139442|131000|9
139715|26000|3
139928|11500|4
140051|39800|4
140448|86000|4
140641|29200|4
140820|24350|5
140832|61000|9
140874|138600|8
140892|6940|2
141554|27300|3
141631|174500|8
143088|63000|5
143165|73000|5
143645|40000|3
143811|134308|9
144321|58060|8
144343|58060|5
144769|300700|5
144857|51500|5
144875|19700|4
144877|10300|3
145044|67500|8
145128|41700|9
145484|6300|2
145831|40000|6
145926|61000|4
146040|74000|5
146096|53200|8
146152|48700|5
146211|97110|4
146303|34800|6
146462|115500|8
146574|15500|1
146805|30700|7
146931|28450|5
146933|135000|8
147196|37600|9
147604|39700|7
147721|4200|5
148146|40090|6
148158|56200|7
148172|47630|6
148401|134150|8
148510|38000|7
148817|22470|7
149030|17200|5
149052|99000|9
149226|6000|5
149763|57700|7
149841|79000|5
149955|62000|5
149961|74550|8
150005|6500|2
150102|89000|5
150606|13250|6
150795|88800|7
150839|70510|6
151050|60000|9
151110|189000|9
151120|100100|7
151347|35900|6
151437|10900|4
151674|115100|7
152037|102000|8
152533|45200|8
152578|85000|3
152608|36000|5
152700|17000|5
152804|38400|4
152841|63810|4
152983|6100|5
153015|170000|9
153031|62000|5
153150|53300|5
153204|73400|4
153505|111050|7
153832|27800|6
153846|38000|4
153861|8000|5
153947|34700|4
153955|65000|8
154439|21700|8
154459|53000|7
154573|15000|8
154591|50000|1
154605|58320|4
154881|25100|7
155025|45000|5
155218|60840|3
155290|134800|9
155874|89000|6
156252|338770|9
156738|43500|2
156764|70000|8
156860|20000|5
156878|19120|7
157067|20000|3
157206|467000|4
157346|82900|9
157350|41500|5
157420|97000|4
157555|39600|4
157696|42000|6
157902|115420|9
157995|72200|7
158619|36460|6
159258|30000|4
159372|35600|5
159533|11600|9
159679|31620|7
159828|64400|5
159920|40000|9
160105|30400|4
160314|26600|9
160384|8100|2
160392|66920|4
160490|45890|6
160551|18600|5
160786|198000|8
160834|12500|6
160990|134800|4
161195|161600|8
161302|182000|9
161314|35000|2
161492|37300|5
161906|45000|7
161980|155100|9
162016|25800|5
162569|22400|8
162725|17690|5
162751|74080|7
162805|159000|9
162884|55600|9
162892|23000|4
163105|48000|1
163257|66500|7
163293|14900|4
164179|36500|6
164347|9020|3
165096|58700|9
165261|25300|4
165279|13200|4
165538|133900|8
165745|81500|7
166022|88000|6
166030|12800|2
166138|68200|6
166526|8000|4
166634|32200|3
166739|181800|4
167297|47700|8
167676|115000|6
167719|59400|6
168128|38920|6
168140|18900|8
168184|68350|8
168275|37100|5
168283|59000|8
168285|101000|6
168389|74000|5
168409|28100|5
168974|62000|4
169100|75800|8
169397|19800|2
169409|136100|6
169572|54690|8
170730|51480|7
170765|171500|6
170837|83500|6
171096|15600|5
171630|80900|8
171686|48400|6
171987|32000|2
172150|203500|5
172256|66000|6
172297|61200|9
172327|13900|3
172558|9600|6
172578|46900|4
172841|40000|3
172903|32000|6
173228|54700|9
173242|10300|3
173284|174000|9
173421|49000|7
173802|10200|2
174035|137000|7
174069|43800|4
174332|159800|7
174453|7780|3
174539|103000|5
174654|28400|9
174772|12500|3
174788|32500|6
174861|3000|3
174867|9000|5
175469|19100|3
175756|11400|3
175852|780|3
176063|70400|6
176224|98000|6
176300|37500|4
176696|37410|5
176822|8000|7
176995|149200|7
177152|87000|9
177244|28000|2
177290|110000|9
177340|40000|6
177575|63300|5
177714|35000|9
177740|20700|5
178065|30300|5
178194|352000|8
178334|40000|8
178481|118680|7
178690|85740|8
178890|49300|5
178975|338800|9
179252|71870|7
179306|89900|8
179446|14600|6
179589|52700|6
179601|21540|4
179663|86940|7
179814|11700|8
179888|86000|7
180147|109350|6
180497|38300|5
180858|45180|6
181095|7000|4
181276|198500|7
181472|5900|3
181527|16000|4
182235|18500|4
182358|68800|7
182597|70000|4
182844|16000|3
182886|6400|7
182968|23000|4
183165|6200|4
183591|403000|8
183697|28900|5
183882|22000|7
184091|88050|5
184143|15000|4
184183|28500|3
184297|50000|6
184597|111100|4
184683|40500|3
185723|39390|4
185729|342300|9
185791|22000|4
186046|100000|2
186169|120500|8
186185|23200|5
186291|77300|6
186554|37660|8
186757|63000|5
186914|29000|4
186976|6400|4
187255|56200|5
187464|109100|6
187560|71000|5
188038|110000|5
188052|90000|6
188136|9700|3
188140|16000|4
188161|156600|5
188311|81000|6
188528|64200|7
188679|7500|2
188691|84000|8
189076|140500|4
189259|42900|6
189325|105400|9
189550|40820|7
189692|70000|7
189843|14400|4
190219|57700|7
190249|38300|5
190305|47000|7
190345|95020|6
190421|49080|5
190435|119000|7
190526|25000|6
190580|313900|9
191524|47000|6
191662|25700|3
191712|85000|2
191845|43970|6
191875|50500|7
191957|50700|4
192012|78900|8
192040|6000|6
192210|197000|7
192216|20000|5
192367|35900|5
192399|38000|6
192522|114000|6
193046|19260|3
193086|23060|3
193433|53500|4
193449|19100|5
193558|357100|7
193582|29000|6
194007|83800|6
194027|86300|6
194158|33900|5
194300|9000|6
194435|322000|9
194616|322500|8
194674|181000|5
194688|76000|4
194706|56700|9
194812|44000|6
194997|37100|6
195090|180000|5
195186|164560|7
195409|35000|6
195439|23700|6
195495|99300|5
195600|42000|6
195638|186100|5
195686|32400|3
195704|24000|6
195742|179600|8
195808|73000|5
196377|60000|3
196623|75960|8
196980|49800|9
197221|35000|2
202599|61800|9
202752|34000|4
202814|109100|5
202968|90000|6
203077|8560|6
203207|59500|7
203272|125000|6
204251|15700|2
204420|20500|6
204430|17900|7
204490|55000|2
204613|12400|2
204818|30000|5
204946|156730|8
205350|91900|7
205454|133800|8
205480|87000|9
205484|104000|6
205510|16100|1
205639|66500|4
205689|50200|6
205882|5200|4
206201|19000|6
206398|100000|9
206582|86000|8
206737|62800|6
207494|9400|4
207621|76200|9
207663|75600|4
207801|24000|5
207805|6400|9
207849|33800|6
207920|25600|7
208076|30400|6
208108|63000|5
208191|54690|6
208289|80800|7
208626|135900|9
208857|31900|9
209004|30400|5
209132|11000|4
209189|11700|5
209337|37140|8
209458|75100|5
209490|6000|5
209632|39800|5
209743|40600|2
209745|12600|8
209805|9000|9
209827|128300|7
209913|100000|5
209962|65600|6
210072|131500|9
210177|13200|5
210183|23800|5
210345|49500|3
210415|79600|8
210540|58800|7
210608|34800|6
211074|47160|9
211247|2000|3
211576|269000|9
211612|19000|6
211676|47004|8
211735|33600|8
212486|62000|3
212538|60790|6
212734|25000|8
212789|5700|2
212875|39500|5
213060|76210|8
213305|146000|8
213451|9080|3
213471|122000|9
213877|19200|7
214188|57400|7
214264|163900|5
214501|24190|6
214527|7800|2
214608|24500|2
214676|7720|6
214927|61900|4
215039|28150|8
215539|73000|6
215640|35000|4
215686|9900|2
215726|125800|8
215853|60500|9
215967|70200|6
216005|156700|9
216011|143000|8
216110|47300|9
216136|106500|9
216575|39690|6
217577|36200|5
217591|62630|7
218405|7400|5
218585|94150|8
218597|67560|5
218678|43500|8
218885|84000|8
219240|221110|9
219340|35054|5
219804|62000|9
220095|56620|7
220153|53000|7
220170|60000|6
220541|151200|5
220824|20900|5
221505|50900|5
221796|17900|2
222828|42000|5
222848|11260|7
223153|28500|4
223452|142600|7
223723|29930|9
223918|72010|5
223970|32000|2
224159|81000|8
224260|41900|4
224366|120000|9
224521|57100|5
224687|10200|1
225133|267000|8
225257|17730|6
225300|6800|6
225777|35000|5
226046|23460|7
226265|14300|6
226295|3020|4
226380|45000|6
226637|59000|5
226759|660|5
226761|20030|4
226920|173000|8
227153|35000|4
227560|78000|4
227665|29700|2
227978|14000|1
228082|101440|8
228287|122400|6
228408|81000|4
228687|48000|5
228859|66900|4
229239|47600|5
229488|173500|9
229554|32000|4
229598|42000|5
229614|139300|9
230436|37000|3
231052|13000|5
231072|23500|3
231150|60010|9
231329|900|5
231347|7770|4
231413|42000|2
231668|10460|3
231901|42000|2
231966|110000|8
232211|37350|7
232562|78500|4
232656|164000|9
232737|6300|1
232781|38400|6
233239|196010|7
233548|26500|5
233646|38020|3
233803|36300|6
234186|72030|7
234249|77300|8
234449|85600|3
234566|347000|9
234819|44500|8
234941|99000|8
235353|99100|8
236064|11000|2
236529|37600|2
236680|65000|5
236724|40050|8
236790|16500|9
237254|66000|4
237423|57940|4
237628|20500|6
237885|127000|8
238226|70000|7
238441|77600|4
238820|26000|5
238838|85000|4
239252|29000|4
239521|17500|2
239786|172300|5
239875|160000|6
239955|70000|6
239995|45000|5
240073|86700|5
240477|7510|4
240654|79850|7
241015|55600|6
241067|73500|9
241071|64000|5
241455|37620|6
241866|13000|4
242093|54000|5
242435|35000|7
242609|73520|1
242659|67790|6
242957|25600|5
243131|31500|9
243171|10700|6
243266|17900|3
243505|59100|6
243527|18800|3
243581|72490|5
243681|30000|2
244083|26300|6
244368|32000|3
244378|17500|6
244408|1820|3
244982|26530|8
245003|19000|6
245081|11000|4
245171|6800|3
245223|66000|8
245352|16000|1
245362|9440|4
245384|80000|6
245563|6000|8
245573|52200|7
245848|37000|5
245996|111900|7
246338|48190|6
246436|22300|4
246474|24100|4
246669|40240|8
246775|85000|9
246804|115400|6
246888|54000|4
247047|5400|4
247063|31000|9
247559|113900|4
248038|23600|5
248942|84000|7
249018|20240|7
249155|21300|4
249311|68000|9
249384|29000|4
249388|19810|5
249414|30000|5
249440|10800|3
249494|10000|6
249643|336400|6
249711|25000|4
249966|14900|4
250000|22100|4
250086|12500|2
250094|32400|6
250096|33000|4
250335|46950|9
250347|6100|5
250530|10600|6
250610|37800|5
250643|29300|5
250717|28900|5
250763|9000|6
250894|9500|4
251191|53300|4
251719|1300|8
252088|47060|5
252132|59300|4
252140|98000|6
252217|462700|9
252257|14380|6
252528|103000|8
252650|30600|5
252711|13000|5
252855|478500|6
253110|60000|5
253233|81000|3
253323|89720|7
253387|59000|5
253809|50000|4
253937|28100|6
254052|45000|7
254140|66820|5
254371|63000|9
254439|118500|7
254474|99000|6
254935|52000|6
254971|34400|8
255116|65000|4
255239|13000|6
255534|11700|5
255606|349350|6
255763|20200|8
255975|40000|3
256040|106200|9
256082|112700|8
256122|7500|4
256787|52850|6
256849|28790|3
257028|40050|5
257096|50700|9
257303|13700|9
257381|38730|2
257644|65000|7
257648|5000|6
257682|90000|9
258284|34730|6
258983|110500|8
259112|72500|6
259144|398050|8
259196|54000|2
259224|72000|8
259507|70000|6
259537|11200|6
259905|7700|4
260005|24730|3
260027|8300|5
260164|13000|2
260541|7800|5
260626|8500|1
260644|176500|9
260736|43000|5
261011|65580|8
261611|51000|1
261766|102300|9
262007|25000|5
262315|50000|4
262536|34200|5
262600|23200|6
262920|27700|3
262998|28600|2
263030|43800|5
263287|81000|6
263377|36550|4
263405|100000|8
264048|4600|6
264140|25000|3
264514|80200|4
264568|6600|5
264626|36400|4
264713|50000|4
265014|75410|6
265210|46110|6
265409|46500|4
265722|42000|5
265743|18200|5
265975|62700|4
266196|20000|2
266287|15000|5
266534|114000|7
266676|75010|4
266698|6500|2
267202|54700|9
267562|211000|9
267654|35000|5
267664|359500|8
268009|69200|6
268034|7130|3
268126|64600|8
268805|24000|6
268867|36370|4
268869|80000|6
269066|35000|3
269178|189790|8
269389|26000|3
269572|38400|6
269606|24800|3
269879|96700|9
269967|56600|5
270435|20000|2
270826|167400|7
271087|8000|2
271089|315500|8
271180|4200|5
271609|43250|5
271676|99800|7
271744|45850|5
271806|13930|6
271814|71100|4
271901|60000|8
272332|136100|9
272352|50000|8
272399|19000|8
272455|101880|7
272557|50200|7
272563|20930|2
272650|48000|2
272656|16200|7
272770|10000|2
272911|100000|8
272921|103900|6
273451|115700|6
273511|81100|6
273625|21800|4
273672|49600|7
273886|72300|8
273975|150300|6
274105|71260|4
274292|85500|7
274332|25700|5
274382|18900|4
274416|53000|5
274449|94620|6
274583|46000|5
274906|43000|4
197293|53950|5
197371|88000|6
197454|64000|6
197464|15000|5
197484|131150|8
197620|26000|4
197777|30600|4
197849|57300|5
197910|36000|5
197914|97000|6
198195|57000|6
198397|39800|5
198438|5050|4
198576|11200|5
198918|47330|6
199092|128840|6
199191|10200|2
199339|45600|2
199413|18500|1
199494|35500|4
199897|177000|8
200231|149480|7
200321|61300|6
200445|127000|4
200520|78500|9
200588|67000|5
200711|85220|7
200917|35000|5
201026|21900|5
201202|105740|8
201253|37500|4
201610|340000|4
201686|79000|5
202010|43000|6
202128|73300|5
202329|15700|5
202471|40700|5
202753|37000|6
202801|7000|5
202841|4200|2
203104|86000|7
203349|78590|5
203417|94900|7
203493|22700|6
204040|53700|7
204154|10600|6
204365|55000|4
204650|106100|6
205084|28100|6
205164|16000|2
205202|4000|5
205306|158950|9
205375|30000|3
205385|36100|3
205559|39350|6
205568|102000|9
205640|35000|4
205694|228000|8
205953|68900|5
206214|36000|6
206292|41990|4
206304|44000|9
206690|108000|7
206794|22800|1
206826|10000|3
206983|81600|5
207220|43500|4
207232|53100|4
207304|16200|4
207324|72200|9
207846|11100|9
207967|24400|6
208170|126000|7
208176|28300|3
208248|22980|2
208485|45000|4
208646|26200|9
208686|16000|3
209402|113500|6
209493|10300|4
209549|78900|5
209603|32050|4
209619|68600|6
209645|42000|8
210009|8400|4
210463|41300|6
210551|51000|4
210675|90000|6
210702|80000|6
210854|70000|3
210932|77700|7
210959|6500|3
211481|384700|9
211712|75000|7
211818|30000|9
211850|23660|5
211874|38300|8
212139|84000|7
212151|73000|5
212687|93300|4
212693|25000|6
212824|85500|8
213149|99410|9
213159|25990|6
213316|85700|7
213438|38000|1
213617|39200|4
214101|24000|3
214157|30030|6
214263|140500|7
214360|88000|9
214440|4300|1
214697|66000|8
214763|84100|8
215199|64900|4
215295|51890|4
215514|38000|4
215522|118300|5
215691|41000|4
215777|54000|5
215948|90000|6
215996|23400|5
216079|24000|3
216490|2000|4
216542|60000|5
216683|61200|9
216807|46800|6
216886|10000|6
217016|32200|5
217321|31500|3
217482|6500|2
217918|13600|5
218484|45000|7
218735|19600|3
218743|214000|5
219217|156500|8
219512|232500|5
219520|20800|4
220152|69600|9
220506|43300|7
220558|62800|4
221080|8600|5
221576|60000|5
221592|121500|8
221771|6700|5
221799|52220|3
221923|5700|6
222056|67000|6
222058|24700|3
222347|11000|7
222542|48350|2
223078|43500|4
223152|31200|8
223202|75000|4
223407|37000|4
223451|102300|6
223610|59000|7
223835|52000|2
223845|21500|7
224130|120600|8
224178|50010|3
224210|80000|6
224363|45750|6
224449|7200|7
224650|105000|7
224704|54400|5
224873|29000|5
224937|37000|6
225056|29600|3
225341|6000|4
225656|92500|3
225666|5000|4
225901|11700|2
225923|4200|3
226525|20000|7
226682|86050|7
226837|76600|6
226839|13850|4
226873|118000|6
226885|79200|5
226961|40400|4
227162|486460|5
227186|60400|5
227300|60500|8
227692|167500|4
227853|5800|5
228164|68000|6
228180|7800|4
228186|82640|6
228284|56610|6
228383|18900|9
228463|20000|3
228467|45000|5
228559|29000|6
229216|39900|6
229238|35000|9
229290|55400|7
229356|47500|8
229383|11810|4
229547|42000|7
229605|26000|6
229654|113070|8
229985|32000|9
230113|58100|5
230137|17000|3
230284|12470|3
230332|67000|6
230334|68000|9
230706|7780|5
230790|37600|8
230892|80950|6
231336|92500|6
231667|73800|6
232274|109800|7
233123|31010|3
233557|34100|9
234047|38650|5
234111|119000|7
234221|79000|6
234408|51700|5
234468|67950|7
234482|13100|3
234513|24000|1
234709|50000|5
235167|55700|5
235416|86000|4
235613|49950|5
